seed,sample_id,family,persistence,pooled_delta,acf_r_lag1,acf_abs_r_lag1,oos_corr,directional_accuracy,strategy_edge,strategy_sharpe
396,markov_signs_p0.90,markov_signs,0.9,0.7378214543759094,0.47954891752125034,0.1763429873353502,0.5297069649753182,0.8657314629258517,0.5564099073260386,9.602993700737516
397,real_eval,real,,0.11521265074514113,-0.011707372015964534,0.262595827062704,-0.030627186570356388,0.501002004008016,-0.022256146259021455,-0.2793212276337729
397,iid_signs,iid_signs,,0.18187826509947064,0.053096468360429395,0.262595827062704,0.0783128511580512,0.5050100200400801,0.07300221555095712,0.9180077082502172
397,markov_signs_p0.65,markov_signs,0.65,0.4653356359816682,0.23208456386140533,0.262595827062704,0.19481032406239493,0.6192384769539078,0.255458923641207,3.2747427874522677
397,markov_signs_p0.75,markov_signs,0.75,0.4741850259873042,0.28569284009027723,0.262595827062704,0.2963426532798307,0.6112224448897795,0.25816759057130323,3.3120276749293938
397,markov_signs_p0.85,markov_signs,0.85,0.8678178603872688,0.43751623548244145,0.262595827062704,0.4482922561381541,0.7254509018036072,0.4685108214715812,6.322605019071243
397,markov_signs_p0.90,markov_signs,0.9,0.9737412368575816,0.49311500684680487,0.262595827062704,0.5274574085030479,0.8356713426853707,0.6156822423818964,8.858469149438166
398,real_eval,real,,0.15957951571632986,-0.10259429506412465,0.18652120421618687,-0.05454226262905045,0.5370741482965932,0.07805397415174636,1.054853312442622
398,iid_signs,iid_signs,,0.04380839834208643,0.023814199699075618,0.18652120421618687,-0.0506361146096172,0.48897795591182364,-0.02756255651425515,-0.3724538982108345
398,markov_signs_p0.65,markov_signs,0.65,0.2555634262590725,0.18394211495443974,0.18652120421618687,0.06949360143432382,0.5971943887775552,0.1936482300350056,2.6538470366413422
398,markov_signs_p0.75,markov_signs,0.75,0.42349321838110165,0.3131970143179541,0.18652120421618687,0.25443373781431555,0.6312625250501002,0.2619927155332386,3.623353970919002
398,markov_signs_p0.85,markov_signs,0.85,0.6461693979491681,0.4232656511345742,0.18652120421618687,0.46191394384669077,0.7975951903807615,0.529354642182838,7.9975137826605325
398,markov_signs_p0.90,markov_signs,0.9,0.7729263367965823,0.46437544435961736,0.18652120421618687,0.4929661637578221,0.8977955911823647,0.6486419350229462,10.47608848652818
399,real_eval,real,,0.06744912709906856,0.04867796896506049,0.1806666475234131,0.0007976185866469551,0.47695390781563124,-0.012219387217513412,-0.16613322689358045
399,iid_signs,iid_signs,,0.1003381161930094,-0.04742620771642745,0.1806666475234131,0.04718607248747932,0.501002004008016,-0.032330268789875445,-0.43968917307745387
399,markov_signs_p0.65,markov_signs,0.65,0.2158738789621445,0.1648118454470491,0.1806666475234131,0.17813486120821714,0.5951903807615231,0.16167311813415247,2.2193868861544015
399,markov_signs_p0.75,markov_signs,0.75,0.43160581972271617,0.3150445168880893,0.1806666475234131,0.29858175453936203,0.7094188376753507,0.3118846691208232,4.400811471238127
399,markov_signs_p0.85,markov_signs,0.85,0.5398358192656848,0.36952322060922876,0.1806666475234131,0.3506892063743019,0.811623246492986,0.4367617405319734,6.401605024780446
399,markov_signs_p0.90,markov_signs,0.9,0.677981718348575,0.4677762239760295,0.1806666475234131,0.45163264452350377,0.8657314629258517,0.6353107800629526,10.291016834142345
400,real_eval,real,,0.11073092690860113,0.015580805879112185,0.32332629211758396,-0.05257984312916943,0.46893787575150303,-0.08126710161471638,-1.4891180073595294
400,iid_signs,iid_signs,,0.2608964097687487,-0.04971260060878709,0.32332629211758396,0.031858030695039855,0.503006012024048,0.03870749152607007,0.7059422318947359
400,markov_signs_p0.65,markov_signs,0.65,0.2868520822536688,0.2028853742054424,0.32332629211758396,0.18026313213113182,0.6352705410821643,0.21070392527119905,3.962995906921601
400,markov_signs_p0.75,markov_signs,0.75,0.4573463762457575,0.3135579247529085,0.32332629211758396,0.25938083870516343,0.7194388777555111,0.2635209901770027,5.043816301028515
400,markov_signs_p0.85,markov_signs,0.85,0.7558643293876984,0.4438130668842875,0.32332629211758396,0.4166861518370828,0.8256513026052105,0.4078432190868428,8.410883467392152
400,markov_signs_p0.90,markov_signs,0.9,0.8159501678724734,0.49382726767531326,0.32332629211758396,0.4452906815092325,0.8196392785571143,0.3731491694646934,7.523697789229396
401,real_eval,real,,0.049612811273635406,0.06667790364845155,0.14619827756290246,-0.03950829181967757,0.44889779559118237,-0.07452653228811322,-1.7827583902670001
401,iid_signs,iid_signs,,0.06417684563401942,-0.007828605266058513,0.14619827756290246,0.0548510695872296,0.5230460921843687,0.011576731207740299,0.2748081429561352
401,markov_signs_p0.65,markov_signs,0.65,0.1013111067268804,0.11976953548389183,0.14619827756290246,0.14556839896749613,0.6172344689378757,0.13178756218869322,3.1956745456912916
401,markov_signs_p0.75,markov_signs,0.75,0.21824240203339396,0.2716824221603432,0.14619827756290246,0.2834714715644672,0.6633266533066132,0.1830473029810226,4.509094012999857
401,markov_signs_p0.85,markov_signs,0.85,0.30736087488782055,0.4006646567002064,0.14619827756290246,0.44100030241336086,0.7935871743486974,0.30903866798283336,8.273913187532058
401,markov_signs_p0.90,markov_signs,0.9,0.3972607443088945,0.48279736680229557,0.14619827756290246,0.4941494834199911,0.8537074148296593,0.36219635281535734,10.195709463017087
402,real_eval,real,,0.0471408079031215,0.0255668802242373,0.10452889423797332,-0.044683415069532884,0.4909819639278557,0.0063064704639001455,0.09697940768318278
402,iid_signs,iid_signs,,0.06592044068795837,-0.009827948910377103,0.10452889423797332,-0.0246538049263446,0.4909819639278557,-0.007485179517037537,-0.11512307782038791
402,markov_signs_p0.65,markov_signs,0.65,0.19287228707365606,0.14803494376350648,0.10452889423797332,0.14364569852739126,0.5811623246492986,0.1331017076810459,2.0620962409697885
402,markov_signs_p0.75,markov_signs,0.75,0.28163166609207646,0.29415351706276677,0.10452889423797332,0.2867568738836708,0.7074148296593187,0.3502783163284874,5.723457598082071
402,markov_signs_p0.85,markov_signs,0.85,0.4246845663876869,0.4380142482247046,0.10452889423797332,0.4332868313726734,0.8176352705410822,0.4704371933004426,8.125453617763291
402,markov_signs_p0.90,markov_signs,0.9,0.5074385243952223,0.4651243778944258,0.10452889423797332,0.46579072302687896,0.8476953907815631,0.5154305613156497,9.134349365393524
403,real_eval,real,,0.19155176424096626,0.006558063611108791,0.1644279581591478,-0.09231585591705446,0.4649298597194389,-0.1446059395666027,-1.6003512641779183
403,iid_signs,iid_signs,,0.08434981362744445,-0.03671966097633785,0.1644279581591478,-0.03430146006995519,0.501002004008016,0.010136613116942205,0.11155603197573573
403,markov_signs_p0.65,markov_signs,0.65,0.3389860631561435,0.19300318653411463,0.1644279581591478,0.15314329046896688,0.5991983967935872,0.22033097360358272,2.4500416608639917
403,markov_signs_p0.75,markov_signs,0.75,0.6314309256100495,0.3363668564454781,0.1644279581591478,0.33197159568599477,0.7394789579158316,0.5971134173826667,7.23393547522497
403,markov_signs_p0.85,markov_signs,0.85,0.7236888076397507,0.3878379989114688,0.1644279581591478,0.35058321943441634,0.8276553106212425,0.6292875197008302,7.702955709595701
403,markov_signs_p0.90,markov_signs,0.9,0.8648603047012786,0.4528035299253066,0.1644279581591478,0.4265208926236015,0.8376753507014028,0.688772926228844,8.629711567393734
