seed,sample_id,family,persistence,n_obs,pooled_delta,acf_r_lag1,acf_abs_r_lag1,signed_stylized_distance,magnitude_path_distance
90,iid_signs,iid_signs,,1000,0.05986112828519868,0.00668294994269652,0.07791924972155238,0.5889098698756526,0.0
90,markov_signs_p0.55,markov_signs,0.55,1000,0.09397550473490232,0.03953185682630644,0.07791924972155238,0.5983815210008212,0.0
90,markov_signs_p0.65,markov_signs,0.65,1000,0.09388786967674162,0.19247905522840988,0.07791924972155238,0.2815590555737507,0.0
90,markov_signs_p0.75,markov_signs,0.75,1000,0.16959391803615817,0.2585836164059862,0.07791924972155238,0.37051961003251865,0.0
90,markov_signs_p0.85,markov_signs,0.85,1000,0.24075194607074807,0.40207879013680625,0.07791924972155238,0.43222619309533544,0.0
90,markov_signs_p0.90,markov_signs,0.9,1000,0.27856834937568536,0.45704642557142905,0.07791924972155238,0.24046709936198463,0.0
91,real_eval,real,,1000,0.1000767424935979,-0.05012500447610762,0.12361557817417328,0.0,0.0
91,iid_signs,iid_signs,,1000,0.10816591851802466,0.0004355486561535635,0.12361557817417328,0.4050410431278206,0.0
91,markov_signs_p0.55,markov_signs,0.55,1000,0.15956482208588038,0.017373002643126318,0.12361557817417328,0.3617689757681899,0.0
91,markov_signs_p0.65,markov_signs,0.65,1000,0.1775133454473297,0.12725079795056268,0.12361557817417328,0.19276798289987912,0.0
91,markov_signs_p0.75,markov_signs,0.75,1000,0.45848789170883214,0.3221655853046135,0.12361557817417328,0.6584736343955222,0.0
91,markov_signs_p0.85,markov_signs,0.85,1000,0.5941328448628416,0.39434966053638537,0.12361557817417328,0.15601412457999184,0.0
91,markov_signs_p0.90,markov_signs,0.9,1000,0.6086730079075073,0.39191299105090444,0.12361557817417328,0.9118244617929834,0.0
92,real_eval,real,,1000,0.1267935794298982,0.08467664978059569,0.1581262861603829,0.0,0.0
92,iid_signs,iid_signs,,1000,0.11465645925838808,-0.07266743169895212,0.1581262861603829,0.3262473678801288,0.0
92,markov_signs_p0.55,markov_signs,0.55,1000,0.12094797785023498,0.022081743438167906,0.1581262861603829,0.15869572733354442,0.0
92,markov_signs_p0.65,markov_signs,0.65,1000,0.239192162953958,0.1890449558409682,0.1581262861603829,0.5363621830521567,0.0
92,markov_signs_p0.75,markov_signs,0.75,1000,0.4698599347746965,0.35956560583949776,0.1581262861603829,0.4303311217128896,0.0
92,markov_signs_p0.85,markov_signs,0.85,1000,0.5944741093761086,0.41332416213601253,0.1581262861603829,0.5491885357913058,0.0
92,markov_signs_p0.90,markov_signs,0.9,1000,0.676614896408215,0.4758543009613985,0.1581262861603829,0.5271347704146487,0.0
93,real_eval,real,,1000,0.10722200462162547,-0.014308735151803998,0.13367723986771532,0.0,0.0
93,iid_signs,iid_signs,,1000,0.07970403108766486,-0.0018504056837626856,0.13367723986771532,0.2518297575391893,0.0
93,markov_signs_p0.55,markov_signs,0.55,1000,0.16287532418270126,0.10467966974655094,0.13367723986771532,0.3013581885270372,0.0
93,markov_signs_p0.65,markov_signs,0.65,1000,0.3455050338910695,0.25399627182712975,0.13367723986771532,1.0207936728105138,0.0
93,markov_signs_p0.75,markov_signs,0.75,1000,0.4043328697362887,0.3104479134838656,0.13367723986771532,0.2556669333288074,0.0
93,markov_signs_p0.85,markov_signs,0.85,1000,0.5812995136835465,0.38043969070200356,0.13367723986771532,1.4014146015296916,0.0
93,markov_signs_p0.90,markov_signs,0.9,1000,0.7508116105906264,0.4238422821522309,0.13367723986771532,1.3897993857974407,0.0
94,real_eval,real,,1000,0.0806639673142739,-0.06577375473563313,0.09766824188480772,0.0,0.0
94,iid_signs,iid_signs,,1000,0.14882691690879452,0.05782134582463247,0.09766824188480772,1.5575315385232806,0.0
94,markov_signs_p0.55,markov_signs,0.55,1000,0.12858098036881302,0.12530742488930063,0.09766824188480772,0.6105131813988852,0.0
94,markov_signs_p0.65,markov_signs,0.65,1000,0.2124422986862978,0.2233506659835553,0.09766824188480772,0.18583831716438118,0.0
94,markov_signs_p0.75,markov_signs,0.75,1000,0.319166683947875,0.28331807492034433,0.09766824188480772,0.9061201520288164,0.0
94,markov_signs_p0.85,markov_signs,0.85,1000,0.45890025264583206,0.3878649885111059,0.09766824188480772,0.2857065281217758,0.0
94,markov_signs_p0.90,markov_signs,0.9,1000,0.5342714672279087,0.46788787306870205,0.09766824188480772,0.6412874558950691,0.0
95,real_eval,real,,1000,0.054891794534553486,0.023310745305867915,0.12167233508581625,0.0,0.0
95,iid_signs,iid_signs,,1000,0.0762148261319409,-0.01807393340962823,0.12167233508581625,0.16914197185795984,0.0
95,markov_signs_p0.55,markov_signs,0.55,1000,0.06048165210825374,0.04154782686180654,0.12167233508581625,0.5716894760011633,0.0
95,markov_signs_p0.65,markov_signs,0.65,1000,0.0984442564162917,0.12147223919370088,0.12167233508581625,0.1427663926339695,0.0
95,markov_signs_p0.75,markov_signs,0.75,1000,0.22167624159006194,0.2346259370058527,0.12167233508581625,0.9363347403224279,0.0
95,markov_signs_p0.85,markov_signs,0.85,1000,0.40389744930948956,0.41412644933094017,0.12167233508581625,1.0890478055051191,0.0
95,markov_signs_p0.90,markov_signs,0.9,1000,0.47258899719830866,0.4882574494929406,0.12167233508581625,0.2722539236964739,0.0
96,real_eval,real,,1000,0.12827980617654677,-0.01220820876958655,0.0888067789702987,0.0,0.0
96,iid_signs,iid_signs,,1000,0.15112502777556253,0.05761439710631112,0.0888067789702987,0.07631191928985201,0.0
96,markov_signs_p0.55,markov_signs,0.55,1000,0.07900767094258239,0.0730860348970147,0.0888067789702987,0.6869943168956187,0.0
96,markov_signs_p0.65,markov_signs,0.65,1000,0.16796684554453548,0.19961242399967644,0.0888067789702987,0.9015690937205137,0.0
96,markov_signs_p0.75,markov_signs,0.75,1000,0.26709601169730934,0.3016139635746814,0.0888067789702987,0.3455882882646786,0.0
96,markov_signs_p0.85,markov_signs,0.85,1000,0.37623278664944565,0.392971067599417,0.0888067789702987,0.7542444553271029,0.0
96,markov_signs_p0.90,markov_signs,0.9,1000,0.573977892091214,0.4601420620583354,0.0888067789702987,0.5231750208369967,0.0
97,real_eval,real,,1000,0.06179937146767417,-0.06479224602233594,0.08127677794707217,0.0,0.0
97,iid_signs,iid_signs,,1000,0.07074295258108053,-0.07369138831872911,0.08127677794707217,0.09883495598542832,0.0
97,markov_signs_p0.55,markov_signs,0.55,1000,0.042480537932984126,-0.029976746005729693,0.08127677794707217,0.2145213685067576,0.0
97,markov_signs_p0.65,markov_signs,0.65,1000,0.1361446562895649,0.15460728515470917,0.08127677794707217,0.26575729244871016,0.0
97,markov_signs_p0.75,markov_signs,0.75,1000,0.2354247708942169,0.310724243873881,0.08127677794707217,0.415011981016245,0.0
97,markov_signs_p0.85,markov_signs,0.85,1000,0.37513525494004224,0.35843512584831666,0.08127677794707217,0.49544740819839717,0.0
97,markov_signs_p0.90,markov_signs,0.9,1000,0.4715384681385831,0.46823996702622406,0.08127677794707217,0.3392484234985142,0.0
98,real_eval,real,,1000,0.0480584550040201,-0.01118352084064308,0.10211493286089529,0.0,0.0
98,iid_signs,iid_signs,,1000,0.04171304998605513,-0.02600527439711562,0.10211493286089529,0.3195528150123626,0.0
98,markov_signs_p0.55,markov_signs,0.55,1000,0.05142409256039766,0.04934315375651271,0.10211493286089529,0.4665648325561058,0.0
98,markov_signs_p0.65,markov_signs,0.65,1000,0.0883858370839089,0.08752950124122506,0.10211493286089529,0.144966966391222,0.0
98,markov_signs_p0.75,markov_signs,0.75,1000,0.29740559659180693,0.3426150115789456,0.10211493286089529,0.5641020871879682,0.0
98,markov_signs_p0.85,markov_signs,0.85,1000,0.3846331967138507,0.4299701000156559,0.10211493286089529,0.3994519862695346,0.0
98,markov_signs_p0.90,markov_signs,0.9,1000,0.4131381469177527,0.4096803943669116,0.10211493286089529,0.799513762904905,0.0
99,real_eval,real,,1000,0.058572621648695235,-0.034022173018330465,0.17362228058553653,0.0,0.0
99,iid_signs,iid_signs,,1000,0.04607507793903613,-0.020721177831684975,0.17362228058553653,0.3650430907721451,0.0
99,markov_signs_p0.55,markov_signs,0.55,1000,0.06563830962080422,0.10008104587484343,0.17362228058553653,0.323194162083169,0.0
99,markov_signs_p0.65,markov_signs,0.65,1000,0.1456905562093767,0.19633193514421632,0.17362228058553653,0.4917611179865336,0.0
99,markov_signs_p0.75,markov_signs,0.75,1000,0.2117963332311466,0.3360365117480259,0.17362228058553653,0.48355313385718157,0.0
99,markov_signs_p0.85,markov_signs,0.85,1000,0.3240964586406578,0.43820301283940377,0.17362228058553653,0.38828221039199257,0.0
99,markov_signs_p0.90,markov_signs,0.9,1000,0.3548743280268639,0.4850334601519411,0.17362228058553653,0.6448316809546214,0.0
