seed,sample_id,family,persistence,n_obs,pooled_delta,acf_r_lag1,acf_abs_r_lag1,signed_stylized_distance,magnitude_path_distance
15,markov_signs_p0.85,markov_signs,0.85,1000,0.18869804818467928,0.33896634627063515,0.11236071650637082,0.36422716544002326,0.0
15,markov_signs_p0.90,markov_signs,0.9,1000,0.24174983775978282,0.42110125709635443,0.11236071650637082,1.5668765556965618,0.0
16,real_eval,real,,1000,0.2005170405686219,-0.11238099325413765,0.2340158940231686,0.0,0.0
16,iid_signs,iid_signs,,1000,0.15348538267948061,0.08147280844425214,0.2340158940231686,1.4526716813258602,0.0
16,markov_signs_p0.55,markov_signs,0.55,1000,0.10860936628147451,0.06854346996530045,0.2340158940231686,0.29875091994520175,0.0
16,markov_signs_p0.65,markov_signs,0.65,1000,0.3277080256032375,0.19617153112807986,0.2340158940231686,1.6756533138886225,0.0
16,markov_signs_p0.75,markov_signs,0.75,1000,0.41986765358838696,0.2685517283568468,0.2340158940231686,0.8921420252056895,0.0
16,markov_signs_p0.85,markov_signs,0.85,1000,0.5997530337195811,0.3855418626193533,0.2340158940231686,0.47587775690000766,0.0
16,markov_signs_p0.90,markov_signs,0.9,1000,0.887294841767873,0.507673371020633,0.2340158940231686,0.9963503751131397,0.0
17,real_eval,real,,1000,0.06153309760691904,-0.0004929237917918848,0.16585113521910463,0.0,0.0
17,iid_signs,iid_signs,,1000,0.05422701441060499,-0.01485303989506507,0.16585113521910463,0.8253789466333452,0.0
17,markov_signs_p0.55,markov_signs,0.55,1000,0.10356687998590035,0.06050003949351533,0.16585113521910463,0.45434062260597347,0.0
17,markov_signs_p0.65,markov_signs,0.65,1000,0.14343920457120662,0.14130503405083703,0.16585113521910463,0.2980904708674081,0.0
17,markov_signs_p0.75,markov_signs,0.75,1000,0.2825600259337513,0.29570704444268925,0.16585113521910463,0.47792811487704373,0.0
17,markov_signs_p0.85,markov_signs,0.85,1000,0.4547666167013026,0.43294711338763103,0.16585113521910463,0.10645306249746829,0.0
17,markov_signs_p0.90,markov_signs,0.9,1000,0.5315148839265936,0.47112701199663853,0.16585113521910463,1.2053506890321353,0.0
18,real_eval,real,,1000,0.10964508364114058,-0.07843612694697505,0.2605694111435586,0.0,0.0
18,iid_signs,iid_signs,,1000,0.1710654615960417,-0.08577410613235828,0.2605694111435586,0.38837883631405046,0.0
18,markov_signs_p0.55,markov_signs,0.55,1000,0.09485527297092881,0.015241670212243607,0.2605694111435586,0.5686902112231583,0.0
18,markov_signs_p0.65,markov_signs,0.65,1000,0.29646152153027533,0.2056999541594863,0.2605694111435586,0.7597407044809782,0.0
18,markov_signs_p0.75,markov_signs,0.75,1000,0.4379877607070096,0.2574191405180416,0.2605694111435586,1.7257330724640432,0.0
18,markov_signs_p0.85,markov_signs,0.85,1000,0.6361594979390568,0.4302062566901945,0.2605694111435586,1.249675059567048,0.0
18,markov_signs_p0.90,markov_signs,0.9,1000,0.8486489718218588,0.523155207528538,0.2605694111435586,1.4400386373950174,0.0
19,real_eval,real,,1000,0.024214732833178213,0.008032759533282313,0.10734954018162432,0.0,0.0
19,iid_signs,iid_signs,,1000,0.05332553544103634,0.03553802358106436,0.10734954018162432,0.3346367331775702,0.0
19,markov_signs_p0.55,markov_signs,0.55,1000,0.083676468217474,0.09451280836044654,0.10734954018162432,0.6993924170956063,0.0
19,markov_signs_p0.65,markov_signs,0.65,1000,0.12508401530728402,0.16269874628389216,0.10734954018162432,0.08502473973407772,0.0
19,markov_signs_p0.75,markov_signs,0.75,1000,0.2575756338070039,0.3047402945935559,0.10734954018162432,1.2651359241153353,0.0
19,markov_signs_p0.85,markov_signs,0.85,1000,0.38115993849702234,0.4110456459624904,0.10734954018162432,0.9878599996960497,0.0
19,markov_signs_p0.90,markov_signs,0.9,1000,0.46785133091336567,0.48092460031760675,0.10734954018162432,1.2031868335211413,0.0
20,real_eval,real,,1000,0.09689452524093628,0.09138716344067942,0.23495615363834216,0.0,0.0
20,iid_signs,iid_signs,,1000,0.03709650379547869,-0.016161297135114737,0.23495615363834216,1.1294981353873743,0.0
20,markov_signs_p0.55,markov_signs,0.55,1000,0.10207504493220441,0.055647547974416206,0.23495615363834216,0.4607102380132568,0.0
20,markov_signs_p0.65,markov_signs,0.65,1000,0.205898393749953,0.1896678885519118,0.23495615363834216,0.6224996230786797,0.0
20,markov_signs_p0.75,markov_signs,0.75,1000,0.3553948823805363,0.300084133858432,0.23495615363834216,1.000996025752651,0.0
20,markov_signs_p0.85,markov_signs,0.85,1000,0.5000589087684926,0.3687689693215778,0.23495615363834216,0.7915415975311967,0.0
20,markov_signs_p0.90,markov_signs,0.9,1000,0.6289942465663374,0.49374414365577507,0.23495615363834216,1.0789964517564943,0.0
21,real_eval,real,,1000,0.07132751771891066,0.02899435663747593,0.1482539135330687,0.0,0.0
21,iid_signs,iid_signs,,1000,0.0438262370808707,-0.02357778834013825,0.1482539135330687,0.33914585920909057,0.0
21,markov_signs_p0.55,markov_signs,0.55,1000,0.09285013136667447,0.03292627370418222,0.1482539135330687,0.5761430222771107,0.0
21,markov_signs_p0.65,markov_signs,0.65,1000,0.2133397710445365,0.24010996744492535,0.1482539135330687,1.4451749839181238,0.0
21,markov_signs_p0.75,markov_signs,0.75,1000,0.24723839115739082,0.2864995131698142,0.1482539135330687,0.8742703291185203,0.0
21,markov_signs_p0.85,markov_signs,0.85,1000,0.4010797350285823,0.40536507670288874,0.1482539135330687,0.9231003863891156,0.0
21,markov_signs_p0.90,markov_signs,0.9,1000,0.5473876456071317,0.5091085232567362,0.1482539135330687,0.9428670255242859,0.0
22,real_eval,real,,1000,0.06527923992928863,0.03640686136476272,0.1979275747271424,0.0,0.0
22,iid_signs,iid_signs,,1000,0.06785310382008237,0.04030457935878131,0.1979275747271424,0.6766320106094059,0.0
22,markov_signs_p0.55,markov_signs,0.55,1000,0.1490893852024231,0.13393570211961325,0.1979275747271424,0.3591629473480154,0.0
22,markov_signs_p0.65,markov_signs,0.65,1000,0.24229842812546268,0.22421446328197506,0.1979275747271424,0.9154647497475887,0.0
22,markov_signs_p0.75,markov_signs,0.75,1000,0.38234928842944665,0.34519404404072734,0.1979275747271424,0.9582315103574811,0.0
22,markov_signs_p0.85,markov_signs,0.85,1000,0.5296146909377016,0.4367777279073335,0.1979275747271424,0.520745860125137,0.0
22,markov_signs_p0.90,markov_signs,0.9,1000,0.6515488559507431,0.5283473061810496,0.1979275747271424,0.9069845946389165,0.0
23,real_eval,real,,1000,0.0864792005220235,0.006062911606854505,0.09606470843574508,0.0,0.0
23,iid_signs,iid_signs,,1000,0.06071063475447666,-0.03263263198388931,0.09606470843574508,2.2446815814325567,0.0
23,markov_signs_p0.55,markov_signs,0.55,1000,0.10756083580371743,0.09903649921140871,0.09606470843574508,1.4120114287486751,0.0
23,markov_signs_p0.65,markov_signs,0.65,1000,0.18717744185389457,0.18537423615599327,0.09606470843574508,2.1329782953433436,0.0
23,markov_signs_p0.75,markov_signs,0.75,1000,0.4103508194686484,0.3036892440133026,0.09606470843574508,2.1338203030192044,0.0
23,markov_signs_p0.85,markov_signs,0.85,1000,0.47200474569654594,0.39580624998689434,0.09606470843574508,0.6777505971370423,0.0
23,markov_signs_p0.90,markov_signs,0.9,1000,0.5318710479991124,0.4478300380683314,0.09606470843574508,0.4472537122991478,0.0
24,real_eval,real,,1000,0.03872484027566467,-0.05939237767344457,0.14529981079927112,0.0,0.0
24,iid_signs,iid_signs,,1000,0.0348928968650684,-0.02670537782539255,0.14529981079927112,0.6054127645211689,0.0
24,markov_signs_p0.55,markov_signs,0.55,1000,0.04048820307384969,0.058742538918802774,0.14529981079927112,0.4985459419923411,0.0
24,markov_signs_p0.65,markov_signs,0.65,1000,0.09025225311275928,0.149356309425989,0.14529981079927112,0.8792766618726156,0.0
24,markov_signs_p0.75,markov_signs,0.75,1000,0.19192571363159805,0.3190169068054461,0.14529981079927112,0.2709752842075456,0.0
24,markov_signs_p0.85,markov_signs,0.85,1000,0.261879387154178,0.417310079111661,0.14529981079927112,0.34551738330961984,0.0
24,markov_signs_p0.90,markov_signs,0.9,1000,0.37479066655963766,0.5406169214809751,0.14529981079927112,0.265092944645461,0.0
25,real_eval,real,,1000,0.09885064314775714,-0.021367795560562813,0.1012249429989475,0.0,0.0
25,iid_signs,iid_signs,,1000,0.04640456173159239,0.0055927736107130015,0.1012249429989475,0.45043125924547694,0.0
25,markov_signs_p0.55,markov_signs,0.55,1000,0.03840276532795817,0.034950494580990275,0.1012249429989475,0.7153935370756374,0.0
25,markov_signs_p0.65,markov_signs,0.65,1000,0.17244689180397954,0.13573437353236492,0.1012249429989475,0.5849294610760404,0.0
25,markov_signs_p0.75,markov_signs,0.75,1000,0.2345704586472201,0.24308622573123512,0.1012249429989475,0.6550396646874812,0.0
25,markov_signs_p0.85,markov_signs,0.85,1000,0.49895575821263877,0.4265983271856504,0.1012249429989475,0.34790971234249857,0.0
25,markov_signs_p0.90,markov_signs,0.9,1000,0.5422024716634689,0.472063898298127,0.1012249429989475,0.2852641411955788,0.0
26,real_eval,real,,1000,0.13947295130249443,-0.04061957440717688,0.20658931731694258,0.0,0.0
26,iid_signs,iid_signs,,1000,0.19330459783287915,-0.02677421812182683,0.20658931731694258,0.1987650524748157,0.0
26,markov_signs_p0.55,markov_signs,0.55,1000,0.21105172354685045,0.08949776111296362,0.20658931731694258,0.7386645922914802,0.0
26,markov_signs_p0.65,markov_signs,0.65,1000,0.2552289168544522,0.12950951311370523,0.20658931731694258,0.13835598070197203,0.0
26,markov_signs_p0.75,markov_signs,0.75,1000,0.6542640813509766,0.33152284667214993,0.20658931731694258,0.32958368626355566,0.0
26,markov_signs_p0.85,markov_signs,0.85,1000,0.988921760847305,0.4240227974024962,0.20658931731694258,0.3880362888707916,0.0
26,markov_signs_p0.90,markov_signs,0.9,1000,0.9081582490489246,0.4110235355758815,0.20658931731694258,0.19293921148667148,0.0
27,real_eval,real,,1000,0.26070662501809627,-0.020678036109842306,0.27475891686176507,0.0,0.0
27,iid_signs,iid_signs,,1000,0.08939327441755214,-0.0185948892336438,0.27475891686176507,0.18568708603385492,0.0
27,markov_signs_p0.55,markov_signs,0.55,1000,0.18200468522206145,0.0006827029752254804,0.27475891686176507,0.37793832947303585,0.0
27,markov_signs_p0.65,markov_signs,0.65,1000,0.4386590214398026,0.2288451689554109,0.27475891686176507,0.5446543430441664,0.0
27,markov_signs_p0.75,markov_signs,0.75,1000,0.5908482340695844,0.30209040101819323,0.27475891686176507,0.6225868768078796,0.0
27,markov_signs_p0.85,markov_signs,0.85,1000,0.857290740874912,0.4039477252239161,0.27475891686176507,0.20691346772406238,0.0
27,markov_signs_p0.90,markov_signs,0.9,1000,1.0778269808857242,0.48429679518965746,0.27475891686176507,0.3823442536940534,0.0
28,real_eval,real,,1000,0.05216886630840147,0.008650190515195383,0.20454880263875572,0.0,0.0
28,iid_signs,iid_signs,,1000,0.07431876103615416,0.06827249355782924,0.20454880263875572,1.5498844306401935,0.0
28,markov_signs_p0.55,markov_signs,0.55,1000,0.07987946141095993,0.10488798816261585,0.20454880263875572,1.6558275078037148,0.0
28,markov_signs_p0.65,markov_signs,0.65,1000,0.1689024088317454,0.18529419704603983,0.20454880263875572,0.4554572851166988,0.0
28,markov_signs_p0.75,markov_signs,0.75,1000,0.27618760475692533,0.3308779605575677,0.20454880263875572,0.6382254865084611,0.0
28,markov_signs_p0.85,markov_signs,0.85,1000,0.37678163636437906,0.4182245882684853,0.20454880263875572,2.034059866491061,0.0
28,markov_signs_p0.90,markov_signs,0.9,1000,0.48163720971273827,0.5054201420465902,0.20454880263875572,1.8574792823975343,0.0
29,real_eval,real,,1000,0.11068430128843781,0.0522770489850437,0.19605257328749684,0.0,0.0
29,iid_signs,iid_signs,,1000,0.2153262515702546,0.04282267251334016,0.19605257328749684,0.24644899246237148,0.0
29,markov_signs_p0.55,markov_signs,0.55,1000,0.10400014365937855,0.052859292595510976,0.19605257328749684,0.3371714099859276,0.0
29,markov_signs_p0.65,markov_signs,0.65,1000,0.28844758209485,0.17815367247694042,0.19605257328749684,0.8213302643238314,0.0
29,markov_signs_p0.75,markov_signs,0.75,1000,0.5131016778893039,0.24923035401266339,0.19605257328749684,0.5271509802945551,0.0
29,markov_signs_p0.85,markov_signs,0.85,1000,0.7028988615964955,0.35055245623699977,0.19605257328749684,0.9428082209509018,0.0
29,markov_signs_p0.90,markov_signs,0.9,1000,0.833049388940749,0.44469342024766706,0.19605257328749684,0.2993318854817126,0.0
30,real_eval,real,,1000,0.0481269199770086,-0.06307127492880972,0.12990464572163823,0.0,0.0
30,iid_signs,iid_signs,,1000,0.026058702775843243,0.03427103714378182,0.12990464572163823,0.8562426869861073,0.0
30,markov_signs_p0.55,markov_signs,0.55,1000,0.056241354662092555,0.07693362686746108,0.12990464572163823,0.29011341431818616,0.0
30,markov_signs_p0.65,markov_signs,0.65,1000,0.08828543065272156,0.15101798173157105,0.12990464572163823,1.2592121859442842,0.0
30,markov_signs_p0.75,markov_signs,0.75,1000,0.19286276203739947,0.322581270751381,0.12990464572163823,0.4786862076353666,0.0
30,markov_signs_p0.85,markov_signs,0.85,1000,0.269392279368982,0.4190630912342458,0.12990464572163823,0.24231252355457075,0.0
30,markov_signs_p0.90,markov_signs,0.9,1000,0.307083843121938,0.4851040680465938,0.12990464572163823,0.5298331586143105,0.0
31,real_eval,real,,1000,0.06483406045652004,0.052055202500401916,0.1865588458359669,0.0,0.0
31,iid_signs,iid_signs,,1000,0.062368884409855795,-0.062196075258334725,0.1865588458359669,0.6957989138748755,0.0
31,markov_signs_p0.55,markov_signs,0.55,1000,0.09622144994477466,0.07209736247850111,0.1865588458359669,0.23910689100307064,0.0
31,markov_signs_p0.65,markov_signs,0.65,1000,0.17205010446500582,0.1850732642752568,0.1865588458359669,0.4668736856049468,0.0
31,markov_signs_p0.75,markov_signs,0.75,1000,0.22906949662748863,0.277409149041996,0.1865588458359669,0.43467528062321015,0.0
31,markov_signs_p0.85,markov_signs,0.85,1000,0.39085312494622076,0.3956161203087063,0.1865588458359669,0.41103550714826925,0.0
31,markov_signs_p0.90,markov_signs,0.9,1000,0.4542450850195163,0.48674630391419726,0.1865588458359669,0.07342471935238701,0.0
32,real_eval,real,,1000,0.07088930438657363,-0.03409611828284209,0.20882808519718324,0.0,0.0
32,iid_signs,iid_signs,,1000,0.08520613179304437,-0.007306061289891576,0.20882808519718324,0.23194726431721094,0.0
32,markov_signs_p0.55,markov_signs,0.55,1000,0.17960459151474367,-0.002490864712337139,0.20882808519718324,0.7904202043507643,0.0
32,markov_signs_p0.65,markov_signs,0.65,1000,0.16240145731032632,0.12414649105982635,0.20882808519718324,0.22047771238559394,0.0
32,markov_signs_p0.75,markov_signs,0.75,1000,0.4257244924682292,0.30495476538773886,0.20882808519718324,0.4263762158785786,0.0
32,markov_signs_p0.85,markov_signs,0.85,1000,0.6118354630353597,0.3945057275411691,0.20882808519718324,0.39239113603673925,0.0
32,markov_signs_p0.90,markov_signs,0.9,1000,0.8740005583941147,0.5075006304615673,0.20882808519718324,0.4831804459647655,0.0
33,real_eval,real,,1000,0.07991076116136038,-0.006838677626089771,0.15343182275698478,0.0,0.0
33,iid_signs,iid_signs,,1000,0.10054448038022185,-0.005178465995210193,0.15343182275698478,0.888874748458132,0.0
33,markov_signs_p0.55,markov_signs,0.55,1000,0.07387015122187418,0.08797622050924661,0.15343182275698478,0.11695740206945125,0.0
33,markov_signs_p0.65,markov_signs,0.65,1000,0.12976099433737043,0.16299659715874076,0.15343182275698478,0.3300828372876967,0.0
33,markov_signs_p0.75,markov_signs,0.75,1000,0.21591715446403476,0.30517156092956704,0.15343182275698478,0.10354464772179381,0.0
33,markov_signs_p0.85,markov_signs,0.85,1000,0.32112335636585854,0.3902988941115987,0.15343182275698478,0.7426368395927294,0.0
33,markov_signs_p0.90,markov_signs,0.9,1000,0.3932905299958869,0.460155707484526,0.15343182275698478,0.35641218883327336,0.0
34,real_eval,real,,1000,0.07041869736313491,-0.009564227526031937,0.07594641919490501,0.0,0.0
34,iid_signs,iid_signs,,1000,0.020348330748552343,0.0003436310397949003,0.07594641919490501,0.5088017117602373,0.0
34,markov_signs_p0.55,markov_signs,0.55,1000,0.06953343644885601,0.0871652245333231,0.07594641919490501,1.3707662864304562,0.0
34,markov_signs_p0.65,markov_signs,0.65,1000,0.06117495429952167,0.10806562698059119,0.07594641919490501,0.8944528220903474,0.0
34,markov_signs_p0.75,markov_signs,0.75,1000,0.13688015045818672,0.2216066404233691,0.07594641919490501,0.21567535693933404,0.0
34,markov_signs_p0.85,markov_signs,0.85,1000,0.271827508705305,0.31103580234684747,0.07594641919490501,0.3609058843319161,0.0
34,markov_signs_p0.90,markov_signs,0.9,1000,0.2695976030004892,0.4074054630620222,0.07594641919490501,0.7553607705726599,0.0
35,real_eval,real,,1000,0.058477978910350774,-0.08429769952004466,0.11373202005106416,0.0,0.0
35,iid_signs,iid_signs,,1000,0.04206501152098578,0.02950390413236489,0.11373202005106416,2.0232345034417265,0.0
35,markov_signs_p0.55,markov_signs,0.55,1000,0.03425702850404278,0.02569725803345876,0.11373202005106416,0.8087198881284349,0.0
35,markov_signs_p0.65,markov_signs,0.65,1000,0.10296296948865315,0.1733126603473939,0.11373202005106416,1.8068466556112754,0.0
35,markov_signs_p0.75,markov_signs,0.75,1000,0.2358955433454816,0.32101512227141743,0.11373202005106416,2.539092122982173,0.0
35,markov_signs_p0.85,markov_signs,0.85,1000,0.2964618307181028,0.40840134434013065,0.11373202005106416,0.7813827596196551,0.0
35,markov_signs_p0.90,markov_signs,0.9,1000,0.3546658941830153,0.4482802637867538,0.11373202005106416,1.5499449708527706,0.0
36,real_eval,real,,1000,0.05682802784182737,0.0023069748276794803,0.13053849995437988,0.0,0.0
36,iid_signs,iid_signs,,1000,0.09013292085616202,0.024732530223508478,0.13053849995437988,0.4527152287174056,0.0
36,markov_signs_p0.55,markov_signs,0.55,1000,0.09406829710050417,-0.007881286186214425,0.13053849995437988,0.8572521330289858,0.0
36,markov_signs_p0.65,markov_signs,0.65,1000,0.20714740078490582,0.1664607843717754,0.13053849995437988,0.5287316178933797,0.0
36,markov_signs_p0.75,markov_signs,0.75,1000,0.2903471295886891,0.23153120425579776,0.13053849995437988,0.39633553754381806,0.0
36,markov_signs_p0.85,markov_signs,0.85,1000,0.49746933251169234,0.3927295067763158,0.13053849995437988,0.44767261318325835,0.0
36,markov_signs_p0.90,markov_signs,0.9,1000,0.628366797732949,0.4396593800031683,0.13053849995437988,0.7832538906105223,0.0
37,real_eval,real,,1000,0.07621015897280368,0.0018575292281563939,0.12604350027754987,0.0,0.0
37,iid_signs,iid_signs,,1000,0.0585084195334429,-0.04926741379636095,0.12604350027754987,0.6921394457388966,0.0
37,markov_signs_p0.55,markov_signs,0.55,1000,0.04894094470889197,0.03688517834107152,0.12604350027754987,0.31695038519146573,0.0
37,markov_signs_p0.65,markov_signs,0.65,1000,0.11319216593439003,0.17558286140204982,0.12604350027754987,0.6626824893139298,0.0
37,markov_signs_p0.75,markov_signs,0.75,1000,0.21261884836602704,0.314622804507399,0.12604350027754987,0.4552671851494455,0.0
37,markov_signs_p0.85,markov_signs,0.85,1000,0.33231216500610256,0.4566080635107842,0.12604350027754987,0.5264988752063638,0.0
37,markov_signs_p0.90,markov_signs,0.9,1000,0.3753320826791333,0.48676027642228553,0.12604350027754987,0.3637775476145491,0.0
38,real_eval,real,,1000,0.06706173064669223,0.02876338788595805,0.27573845206094877,0.0,0.0
38,iid_signs,iid_signs,,1000,0.07778723255991409,-0.022412309820164972,0.27573845206094877,0.956759521344056,0.0
38,markov_signs_p0.55,markov_signs,0.55,1000,0.40232515992520745,0.13936786728957481,0.27573845206094877,1.3226144559505932,0.0
38,markov_signs_p0.65,markov_signs,0.65,1000,0.28778984797846313,0.20504923174965423,0.27573845206094877,0.6843823843497103,0.0
38,markov_signs_p0.75,markov_signs,0.75,1000,0.481199262104481,0.3077957429783249,0.27573845206094877,1.2907971530804534,0.0
38,markov_signs_p0.85,markov_signs,0.85,1000,0.6385380036487002,0.3974876992814496,0.27573845206094877,0.6323219567165146,0.0
38,markov_signs_p0.90,markov_signs,0.9,1000,0.811787402962958,0.4700811950429217,0.27573845206094877,0.9514854567980848,0.0
39,real_eval,real,,1000,0.10651103417934288,0.06610752080620187,0.1259317433323657,0.0,0.0
39,iid_signs,iid_signs,,1000,0.07163183932285969,0.02418973450221998,0.1259317433323657,1.1070174981544079,0.0
39,markov_signs_p0.55,markov_signs,0.55,1000,0.0420353651375565,0.017624908085972387,0.1259317433323657,0.9663014920459969,0.0
39,markov_signs_p0.65,markov_signs,0.65,1000,0.20354896869186775,0.20810289314802907,0.1259317433323657,0.6715220536070131,0.0
39,markov_signs_p0.75,markov_signs,0.75,1000,0.3248963197501449,0.3173510259789559,0.1259317433323657,0.18572144619587075,0.0
39,markov_signs_p0.85,markov_signs,0.85,1000,0.42050750835628153,0.40836270901329247,0.1259317433323657,3.3945426150772,0.0
39,markov_signs_p0.90,markov_signs,0.9,1000,0.5390528328377076,0.4822053496913017,0.1259317433323657,0.34355700037733605,0.0
40,real_eval,real,,1000,0.11220044575893082,-0.02834776363736124,0.20676853377160853,0.0,0.0
40,iid_signs,iid_signs,,1000,0.1314793399776006,-0.06292330307827929,0.20676853377160853,0.700132297926549,0.0
40,markov_signs_p0.55,markov_signs,0.55,1000,0.0805194111207954,-0.0017506768854676298,0.20676853377160853,0.3328071369342715,0.0
40,markov_signs_p0.65,markov_signs,0.65,1000,0.3245333198753672,0.21999929994376657,0.20676853377160853,0.2547182299040726,0.0
40,markov_signs_p0.75,markov_signs,0.75,1000,0.4572297626220969,0.3119232886011428,0.20676853377160853,0.9582955191598247,0.0
40,markov_signs_p0.85,markov_signs,0.85,1000,0.6719637212559963,0.411610346959732,0.20676853377160853,0.682808853115437,0.0
40,markov_signs_p0.90,markov_signs,0.9,1000,0.8148961482172874,0.49699204576081946,0.20676853377160853,0.6098082099161164,0.0
41,real_eval,real,,1000,0.08384168480195868,-0.011905873993973663,0.1657542525790355,0.0,0.0
41,iid_signs,iid_signs,,1000,0.02506312215055057,0.01372050110179841,0.1657542525790355,0.41024256413277654,0.0
41,markov_signs_p0.55,markov_signs,0.55,1000,0.08834640810049048,0.03425498757559018,0.1657542525790355,0.7738593997163611,0.0
41,markov_signs_p0.65,markov_signs,0.65,1000,0.11374229516564792,0.13211798021515084,0.1657542525790355,0.15455916883802245,0.0
41,markov_signs_p0.75,markov_signs,0.75,1000,0.2539840949787407,0.28982467205988477,0.1657542525790355,0.486263332881304,0.0
41,markov_signs_p0.85,markov_signs,0.85,1000,0.40994946192406,0.4157285152202468,0.1657542525790355,0.6223181246479035,0.0
41,markov_signs_p0.90,markov_signs,0.9,1000,0.5271581845147771,0.49525946304389284,0.1657542525790355,0.6106770188244935,0.0
42,real_eval,real,,1000,0.04751230650167582,-0.02443146193518032,0.10199751696068658,0.0,0.0
42,iid_signs,iid_signs,,1000,0.04802829351688698,-0.025181662914846196,0.10199751696068658,1.4853702716446269,0.0
42,markov_signs_p0.55,markov_signs,0.55,1000,0.0699410506962522,0.03367847584905799,0.10199751696068658,1.93619181483338,0.0
42,markov_signs_p0.65,markov_signs,0.65,1000,0.17271537428903883,0.21375938184795534,0.10199751696068658,0.872791880103745,0.0
42,markov_signs_p0.75,markov_signs,0.75,1000,0.23056396045540517,0.2706073262760294,0.10199751696068658,1.114211227064352,0.0
